ulasan,stopword_removed,processed_text,stemming_data
"apalahh gamae nya aneh masa saya main rank saya selalu kalah, jahat banget sih minn, curang tauu, bintang saya turun mulu, lagian kalau kasih lawan jangan yang susah dongg, kalau bisa yang dark sistem ajaaaaa, parah banget saya jadi males main mll gara gara ini, masalahnya apasih, tolongg yaa diperbaiki jangan kalah lagi sayaaa",apalahh gamae nya aneh masa main rank selalu kalah jahat banget sih minn curang tauu bintang turun mulu lagian kalau kasih lawan jangan susah dongg kalau yang dark sistem ajaaaaa parah banget jadi males main mll gara gara masalahnya apasih tolongg yaa diperbaiki jangan kalah sayaaa,apalahh gamae nya aneh masa main rank selalu kalah jahat banget sih minn curang tauu bintang turun mulu lagi kalau kasih lawan jangan susah dongg kalau yang dark sistem ajaaaaa parah banget jadi males main mll gara gara masalah apasih tolongg yaa baik jangan kalah sayaaa,apalahh gamae nya aneh masa main rank selalu kalah jahat banget sih minn curang tauu bintang turun mulu lagi kalau kasih lawan jangan susah dongg kalau yang dark sistem ajaaaaa parah banget jadi males main mll gara gara masalah apasih tolongg yaa baik jangan kalah sayaaa
"sumpah kalo ngasih team orangnya yang setara plis,cape banget berat sebelah kalo kalahnya ada perlawanan mah seru ini malah kebanting parah dari teamnya satu ngetroll satunya lagi ga bisa main sama satunya lagi udah di kasih radio mundur masih maju sumpah basmi aja player player kayak gitu buang buang tenaga pas main",sumpah kalo ngasih team orangnya setara plis cape banget berat sebelah kalo kalahnya perlawanan mah seru malah kebanting parah teamnya satu ngetroll satunya ga main sama satunya udah kasih radio mundur maju sumpah basmi aja player player kayak gitu buang buang tenaga pas main,sumpah kalo ngasih team orang tara plis cape banget berat belah kalo kalah lawan mah seru malah banting parah teamnya satu ngetroll satu ga main sama satu udah kasih radio mundur maju sumpah basmi aja player player kayak gitu buang buang tenaga pas main,sumpah kalo ngasih team orang tara plis cape banget berat belah kalo kalah lawan mah seru malah banting parah teamnya satu ngetroll satu ga main sama satu udah kasih radio mundur maju sumpah basmi aja player player kayak gitu buang buang tenaga pas main
"game nya akhir2 ini sering lag,patah patah dan ngefrez mohon di perbaiki lagi ya min dan jaringannya padahal bagus Lo tapi tetep lag dan sape gak bisa main",game nya akhir sering lag patah patah ngefrez mohon perbaiki ya min jaringannya padahal bagus lo tetep lag sape gak main,game nya akhir sering lag patah patah ngefrez mohon baik ya min jaring padahal bagus lo tetep lag sape gak main,game nya akhir sering lag patah patah ngefrez mohon baik ya min jaring padahal bagus lo tetep lag sape gak main
"game nya bagus tapi, aku pernah main rank dan tengah tengah matc tiba tiba lag padahal sinyal dan kuota masih sinyal juga kenceng, trus aku login ulang malah stuk di loby",game nya bagus aku pernah main rank tengah tengah matc tiba tiba lag padahal sinyal kuota sinyal kenceng trus aku login ulang malah stuk loby,game nya bagus aku pernah main rank tengah tengah matc tiba tiba lag padahal sinyal kuota sinyal kenceng trus aku login ulang malah stuk loby,game nya bagus aku pernah main rank tengah tengah matc tiba tiba lag padahal sinyal kuota sinyal kenceng trus aku login ulang malah stuk loby
"bisa ga si ngasih tim itu yang sewajarnya aja? ini kocak tim diri sendiri kaya binatang sedangkan tim musuh setara pro player mpl stres gila lama lama main ini game, rekomendasi jgn di dowload klo mau selamat dari kegilaan",ga si ngasih tim yang sewajarnya aja kocak tim diri sendiri kaya binatang tim musuh setara pro player mpl stres gila lama lama main game rekomendasi jgn dowload klo mau selamat kegilaan,ga si ngasih tim yang wajar aja kocak tim diri sendiri kaya binatang tim musuh tara pro player mpl stres gila lama lama main game rekomendasi jgn dowload klo mau selamat gila,ga si ngasih tim yang wajar aja kocak tim diri sendiri kaya binatang tim musuh tara pro player mpl stres gila lama lama main game rekomendasi jgn dowload klo mau selamat gila
"game makin gak jelas, padahal gak login tapi credit skor malah berkurang katanya pelanggaran, giliran main menang sekali kalah nya 4 kali memang game busuk mending main free fire aja jelas asal usul nya!!!!!!!",game makin gak jelas padahal gak login credit skor malah berkurang katanya pelanggaran giliran main menang sekali kalah nya kali memang game busuk mending main free fire aja jelas asal usul nya,game makin gak jelas padahal gak login credit skor malah kurang kata langgar gilir main menang sekali kalah nya kali memang game busuk mending main free fire aja jelas asal usul nya,game makin gak jelas padahal gak login credit skor malah kurang kata langgar gilir main menang sekali kalah nya kali memang game busuk mending main free fire aja jelas asal usul nya
"tolong dong server nya di benerin masa iya ping di game hijau dan lancar masih ada lag ,makin lama makin jelek ini server nyaa",dong server nya benerin masa iya ping game hijau lancar ada lag makin lama makin jelek server nyaa,dong server nya benerin masa iya ping game hijau lancar ada lag makin lama makin jelek server nyaa,dong server nya benerin masa iya ping game hijau lancar ada lag makin lama makin jelek server nyaa
"tiba tiba server down ga jelas ga bisa dipencet sama sekali tau tau kalah, pas di lobby menghubungkan ulang ga berenti berenti di close malah kena pinalti 5 menit ga jelas nih games lama lama",tiba tiba server down ga jelas ga dipencet sama sekali tau tau kalah pas lobby menghubungkan ulang ga berenti berenti close malah kena pinalti menit ga jelas nih games lama lama,tiba tiba server down ga jelas ga pencet sama sekali tau tau kalah pas lobby hubung ulang ga renti renti close malah kena pinalti menit ga jelas nih games lama lama,tiba tiba server down ga jelas ga pencet sama sekali tau tau kalah pas lobby hubung ulang ga renti renti close malah kena pinalti menit ga jelas nih games lama lama
"game rusak. jaringan wifi bagus, musuh gaada yang ngecheat, sering banget lag. Selama pertandingan ful kuning jaringannya. game ga waras.",game rusak jaringan wifi bagus musuh gaada ngecheat sering banget lag selama pertandingan ful kuning jaringannya game ga waras,game rusak jaring wifi bagus musuh gaada ngecheat sering banget lag lama tanding ful kuning jaring game ga waras,game rusak jaring wifi bagus musuh gaada ngecheat sering banget lag lama tanding ful kuning jaring game ga waras
"Game mementingkan rating penjualan, tidak memfokuskan keseimbangan matchmaking, selalu saja diberi tim yang tidak seimbang dengan tim lawan, masa mvp pakai tank.",game mementingkan rating penjualan memfokuskan keseimbangan matchmaking selalu diberi tim tidak seimbang tim lawan masa mvp pakai tank,game penting rating jual fokus imbang matchmaking selalu beri tim tidak imbang tim lawan masa mvp pakai tank,game penting rating jual fokus imbang matchmaking selalu beri tim tidak imbang tim lawan masa mvp pakai tank
game nya bikin stress dapat tim yg tidak setara gak guna lebih baik aplikasi seperti ini fi hapus bikin setress yang bener aja rank ku dari 83 di turunin jadi 64 game ini sangat tidak cocok untuk di mainkan lebih layak di hapus,game nya bikin stress tim yg setara gak lebih baik aplikasi fi hapus bikin setress bener aja rank ku turunin jadi game ini sangat cocok di mainkan lebih layak di hapus,game nya bikin stress tim yg tara gak lebih baik aplikasi fi hapus bikin setress bener aja rank ku turunin jadi game ini sangat cocok di main lebih layak di hapus,game nya bikin stress tim yg tara gak lebih baik aplikasi fi hapus bikin setress bener aja rank ku turunin jadi game ini sangat cocok di main lebih layak di hapus
"Game burik aneh gak bisa mengoptimasi jaringan ,kasih tim jelek sekalinya kasih be90 semua!! gak ada niat banget kasih pelayanan permainan dan jaringan yang baik!",game burik aneh gak mengoptimasi jaringan kasih tim jelek sekalinya kasih be semua gak niat banget kasih pelayanan permainan jaringan baik,game burik aneh gak mengoptimasi jaring kasih tim jelek sekali kasih be semua gak niat banget kasih layan main jaring baik,game burik aneh gak mengoptimasi jaring kasih tim jelek sekali kasih be semua gak niat banget kasih layan main jaring baik
"Kenapa di game nya crash, sinyal nya merah, gak bisa dihubungkan kembali, padahal internet stabil.. malah kena pelanggaran AFK... kecewa gw ini akun saya kenapa crashh mulu si, sinyal merah mulu, padahal internet stabil.. blum di bner benerin dari dulu.. klo gini terus di uninstal ajalah. nyusahin game nya",game nya crash sinyal nya merah gak dihubungkan padahal internet stabil malah kena pelanggaran afk kecewa gw akun kenapa crashh mulu si sinyal merah mulu padahal internet stabil blum bner benerin dulu klo gini terus di uninstal ajalah nyusahin game nya,game nya crash sinyal nya merah gak hubung padahal internet stabil malah kena langgar afk kecewa gw akun kenapa crashh mulu si sinyal merah mulu padahal internet stabil blum bner benerin dulu klo gin terus di uninstal aja nyusahin game nya,game nya crash sinyal nya merah gak hubung padahal internet stabil malah kena langgar afk kecewa gw akun kenapa crashh mulu si sinyal merah mulu padahal internet stabil blum bner benerin dulu klo gin terus di uninstal aja nyusahin game nya
"jaringan maskin kesini makin ga bener aja moonton. padahal wifi bagus jaringan data baru beli paketan juga. nasih aja ngelek. tolong lah bnerin, jangan kebanyakan event atuh, lama2 uninstal juga nih",jaringan maskin kesini makin ga bener aja moonton padahal wifi bagus jaringan data baru beli paketan nasih aja ngelek lah bnerin jangan kebanyakan event atuh lama uninstal nih,jaring maskin kesini makin ga bener aja moonton padahal wifi bagus jaring data baru beli paket nasih aja ngelek lah bnerin jangan banyak event atuh lama uninstal nih,jaring maskin kesini makin ga bener aja moonton padahal wifi bagus jaring data baru beli paket nasih aja ngelek lah bnerin jangan banyak event atuh lama uninstal nih
eh main ml itu level gak ngaruh pintar gak ngaruh yg ngaruh adminya licik dan picik waktu mau menang kadang detikanya itu di perlambat yg musuhitudi atur supaya menang karna apa lg gk pernah top up wahparah menang satu kali kalahnya bisa 10kali,eh main ml level gak ngaruh pintar gak ngaruh yg ngaruh adminya licik picik waktu mau menang kadang detikanya di perlambat yg musuhitudi atur menang karna apa lg gk pernah top up wahparah menang satu kali kalahnya kali,eh main ml level gak ngaruh pintar gak ngaruh yg ngaruh adminya licik picik waktu mau menang kadang detikanya di lambat yg musuhitudi atur menang karna apa lg gk pernah top up wahparah menang satu kali kalah kali,eh main ml level gak ngaruh pintar gak ngaruh yg ngaruh adminya licik picik waktu mau menang kadang detikanya di lambat yg musuhitudi atur menang karna apa lg gk pernah top up wahparah menang satu kali kalah kali
kurang memuaskan masuk in game aja kgk bisa gmana ya jaringan lancar trus masuk aja kgk bisa mau maen rank sambungan terputus trus mau reconnect kgk bisa gmana ya tolong diperbaiki ini jaringan udh 5G tetep kgk bisa masuk reconect aja ulang ulang trus kurang poll lah pokoknya...... tolong diperbaiki dong moonton masalah ini lah tolong lah biar permainannya tuh bisa seimbang loh kurang lah pokoknya gk bisa berkata kata lagi lah sama game ini,kurang memuaskan masuk in game aja kgk gmana jaringan lancar trus masuk aja kgk mau maen rank sambungan terputus trus mau reconnect kgk gmana diperbaiki jaringan udh g tetep kgk masuk reconect aja ulang ulang trus kurang poll lah pokoknya diperbaiki dong moonton masalah lah tolong lah biar permainannya tuh seimbang loh kurang lah pokoknya gk berkata kata lah sama game,kurang muas masuk in game aja kgk gmana jaring lancar trus masuk aja kgk mau maen rank sambung putus trus mau reconnect kgk gmana baik jaring udh g tetep kgk masuk reconect aja ulang ulang trus kurang poll lah pokok baik dong moonton masalah lah tolong lah biar main tuh imbang loh kurang lah pokok gk kata kata lah sama game,kurang muas masuk in game aja kgk gmana jaring lancar trus masuk aja kgk mau maen rank sambung putus trus mau reconnect kgk gmana baik jaring udh g tetep kgk masuk reconect aja ulang ulang trus kurang poll lah pokok baik dong moonton masalah lah tolong lah biar main tuh imbang loh kurang lah pokok gk kata kata lah sama game
"halo pihak monton, tolong hapus bug verifikasi, gua gabisa login akun guaa, monton tolong di hapus bug ya, email gua dah ilang ga bisa dapat kode lagii, Tolong di hapuss, gua rawat akun ya dari awallll, gara gara bug verifikasi, ilang akun guaaa, tolong banget ini monton tolong di hapuss",halo pihak monton hapus bug verifikasi gua gabisa login akun guaa monton di hapus bug email gua dah ilang ga dapat kode lagii di hapuss gua rawat akun dari awallll gara gara bug verifikasi ilang akun guaaa banget monton di hapuss,halo pihak monton hapus bug verifikasi gua gabisa login akun guaa monton di hapus bug email gua dah ilang ga dapat kode lagi di hapuss gua rawat akun dari awallll gara gara bug verifikasi ilang akun guaaa banget monton di hapuss,halo pihak monton hapus bug verifikasi gua gabisa login akun guaa monton di hapus bug email gua dah ilang ga dapat kode lagi di hapuss gua rawat akun dari awallll gara gara bug verifikasi ilang akun guaaa banget monton di hapuss
"game yang sangat buruk, mulai dari sistem matchmaking yang tidak adil, bug jaringan dalam pertandingan dan masih banyak lagi. 0 bintang untuk game ini, sangat tidak worth it untuk dimainkan",game sangat buruk mulai sistem matchmaking adil bug jaringan pertandingan masih banyak bintang game sangat tidak worth it dimainkan,game sangat buruk mulai sistem matchmaking adil bug jaring tanding masih banyak bintang game sangat tidak worth it main,game sangat buruk mulai sistem matchmaking adil bug jaring tanding masih banyak bintang game sangat tidak worth it main
aduh moonton gimana sih masa banyak bugnya bikin gak enak maen aja jaringan bagus masih aja bug udah dari bulan kemaren saya nungguin kirain udah bener ternyata masih aja begini kalo gitu mending saya pindah aja maen honor of king,aduh moonton gimana sih masa banyak bugnya bikin gak enak maen aja jaringan bagus aja bug udah bulan kemaren nungguin kirain udah bener ternyata aja begini kalo gitu mending pindah aja maen honor of king,aduh moonton gimana sih masa banyak bugnya bikin gak enak maen aja jaring bagus aja bug udah bulan kemaren nungguin kirain udah bener nyata aja begini kalo gitu mending pindah aja maen honor of king,aduh moonton gimana sih masa banyak bugnya bikin gak enak maen aja jaring bagus aja bug udah bulan kemaren nungguin kirain udah bener nyata aja begini kalo gitu mending pindah aja maen honor of king
"tambah parah lag nya, tambah banyak bug nya Event bermunculan terus ga ada perbaikan untuk lag dan bug, malah tambah parah",tambah parah lag nya tambah banyak bug nya event bermunculan terus ga perbaikan lag bug malah tambah parah,tambah parah lag nya tambah banyak bug nya event muncul terus ga baik lag bug malah tambah parah,tambah parah lag nya tambah banyak bug nya event muncul terus ga baik lag bug malah tambah parah
"ini barusa terjadi pada saya sendiri, saya barusan main nyampe akhir tpi pas beres langsung lag, gak jelas sampe"" match terakhir gx ada padahal saya sudah menang, ini cheter apa gamenya lagi rusak",barusa terjadi sendiri barusan main nyampe akhir tpi pas beres langsung lag gak jelas sampe match terakhir gx padahal saya sudah menang cheter apa gamenya rusak,barusa jadi sendiri barusan main nyampe akhir tpi pas beres langsung lag gak jelas sampe match akhir gx padahal saya sudah menang cheter apa gamenya rusak,barusa jadi sendiri barusan main nyampe akhir tpi pas beres langsung lag gak jelas sampe match akhir gx padahal saya sudah menang cheter apa gamenya rusak
"capek sumpah di kasih menang di kasih kalah terus menerus begitu. naik turun begitu begitu aja, di kasih skuad lagi solo matching nya gak gak adil. di kasih tim nya aneh-aneh pick Hero nya algoritma nya gak ramah pindah ke game yang lain aja lah bodo amat saya memundurkan diri terimakasih",capek sumpah kasih menang kasih kalah terus menerus naik turun begitu aja kasih skuad solo matching nya gak gak adil kasih tim nya aneh aneh pick hero nya algoritma nya gak ramah pindah game lain aja lah bodo saya memundurkan diri terimakasih,capek sumpah kasih menang kasih kalah terus terus naik turun begitu aja kasih skuad solo matching nya gak gak adil kasih tim nya aneh aneh pick hero nya algoritma nya gak ramah pindah game lain aja lah bodo saya mundur diri terimakasih,capek sumpah kasih menang kasih kalah terus terus naik turun begitu aja kasih skuad solo matching nya gak gak adil kasih tim nya aneh aneh pick hero nya algoritma nya gak ramah pindah game lain aja lah bodo saya mundur diri terimakasih
"ini ngapa dah kocak, servernya abis sisen malah leg banget, 3 game main leg terus, dan ini bukan saya doang yang leg player lain juga ngalamin hal yang sama, di room sinyal bagus 3 ms tapi kenapa pas in game sinyal nya nyampe 300 ms kocak kocak, ayo dong segera perbaiki biar main nya enak",ngapa dah kocak servernya abis sisen malah leg banget game main leg terus ini bukan doang leg player juga ngalamin yang sama room sinyal bagus ms kenapa pas in game sinyal nya nyampe ms kocak kocak ayo dong segera perbaiki biar main nya enak,ngapa dah kocak servernya abis sisen malah leg banget game main leg terus ini bukan doang leg player juga ngalamin yang sama room sinyal bagus ms kenapa pas in game sinyal nya nyampe ms kocak kocak ayo dong segera baik biar main nya enak,ngapa dah kocak servernya abis sisen malah leg banget game main leg terus ini bukan doang leg player juga ngalamin yang sama room sinyal bagus ms kenapa pas in game sinyal nya nyampe ms kocak kocak ayo dong segera baik biar main nya enak
"game yang bagus, grafiknya juga bagus, tapi entah kenapa setiap mencapai rank epic kebanyakan drak sistem tolong hapus semua drak sistem yang ada di mobile legend bang bang ini",game bagus grafiknya bagus entah setiap mencapai rank epic kebanyakan drak sistem hapus semua drak sistem ada mobile legend bang bang,game bagus grafik bagus entah tiap capai rank epic banyak drak sistem hapus semua drak sistem ada mobile legend bang bang,game bagus grafik bagus entah tiap capai rank epic banyak drak sistem hapus semua drak sistem ada mobile legend bang bang
"game rusak,,bukanny makin bagus makin ancur,dapet tim maenny player gak tau main trus. game ngabisin waktu,batre,dan kuota yg sia-sia.wouy monton jngan dengerin suara kekecewaan kami ini.",game rusak bukanny makin bagus makin ancur dapet tim maenny player gak tau main trus game ngabisin waktu batre kuota yg sia sia wouy monton jngan dengerin suara kekecewaan ini,game rusak bukanny makin bagus makin ancur dapet tim maenny player gak tau main trus game ngabisin waktu batre kuota yg sia sia wouy monton jngan dengerin suara kecewa ini,game rusak bukanny makin bagus makin ancur dapet tim maenny player gak tau main trus game ngabisin waktu batre kuota yg sia sia wouy monton jngan dengerin suara kecewa ini
orang main game buat ilangin stress yang ini malah nambah 100× lipat. tolonglah buat matchmaking yang adil jangan tim saya yang isi nya gak bisa main sedangkan musuh jago semua mana adil apa harus ngeluarin duit dulu baru dapet tim yang bagus,orang main game buat ilangin stress ini malah nambah lipat tolonglah buat matchmaking adil jangan tim isi nya gak main musuh jago semua mana adil apa ngeluarin duit dulu baru dapet tim yang bagus,orang main game buat ilangin stress ini malah nambah lipat tolong buat matchmaking adil jangan tim isi nya gak main musuh jago semua mana adil apa ngeluarin duit dulu baru dapet tim yang bagus,orang main game buat ilangin stress ini malah nambah lipat tolong buat matchmaking adil jangan tim isi nya gak main musuh jago semua mana adil apa ngeluarin duit dulu baru dapet tim yang bagus
"Sejauh ini gamenya tetap stabil, tapi tolong dong muntun perbaiki lagi sistem matchmakingnya ketabrak mulu ama duo/trio orang, padahal saya hanya bermain solo",sejauh gamenya tetap stabil tolong dong muntun perbaiki sistem matchmakingnya ketabrak mulu ama duo trio orang padahal hanya bermain solo,jauh gamenya tetap stabil tolong dong muntun baik sistem matchmakingnya tabrak mulu ama duo trio orang padahal hanya main solo,jauh gamenya tetap stabil tolong dong muntun baik sistem matchmakingnya tabrak mulu ama duo trio orang padahal hanya main solo
"tolong gamenya di stabilkan lagi masa lagi ban ngga leg tapi pas main lag semua se tim tolong saya minta tolong sekali lagi perbaiki, dan lagi warr kok eror leg semua ini gimana montoon siap siap aje banyak yang pindah",gamenya stabilkan masa ban ngga leg pas main lag semua se tim saya minta sekali perbaiki lagi warr kok eror leg semua gimana montoon siap siap aje banyak pindah,gamenya stabil masa ban ngga leg pas main lag semua se tim saya minta sekali baik lagi warr kok eror leg semua gimana montoon siap siap aje banyak pindah,gamenya stabil masa ban ngga leg pas main lag semua se tim saya minta sekali baik lagi warr kok eror leg semua gimana montoon siap siap aje banyak pindah
"Saya kasih bintang satu, karena saya dapet tim sangat beban dan tidak paham main dan game ini membuat orang merasa tidak seru, udah grafik sangat berat dan ketidak Adilan ,paham?!",kasih bintang satu saya dapet tim sangat beban paham main game membuat orang merasa tidak seru udah grafik sangat berat ketidak adilan paham,kasih bintang satu saya dapet tim sangat beban paham main game buat orang rasa tidak seru udah grafik sangat berat tidak adil paham,kasih bintang satu saya dapet tim sangat beban paham main game buat orang rasa tidak seru udah grafik sangat berat tidak adil paham
ini kenapa game nya jadi lemot kayak gini akun aku udah dua Minggu ini kembali terus star awal terus memori masih banyak jaringan kuat kenapa kembali terus tolong lah di perbaiki lagi lah.nama akun nya ikan cupang,game nya jadi lemot kayak gini akun aku udah minggu kembali terus star awal terus memori banyak jaringan kuat kenapa kembali terus lah perbaiki lah nama akun nya ikan cupang,game nya jadi lot kayak gin akun aku udah minggu kembali terus star awal terus memori banyak jaring kuat kenapa kembali terus lah baik lah nama akun nya ikan cupang,game nya jadi lot kayak gin akun aku udah minggu kembali terus star awal terus memori banyak jaring kuat kenapa kembali terus lah baik lah nama akun nya ikan cupang
"game nya seru, tapi kadang pembagian timnya ga banget, musuh timnya di kasih yang jago banget girilan tim kita di kasih yang jelek, setiap mau naik rank selalu di kasih tim ga jelas, musuhnya di kasih yang jago parah",game nya seru kadang pembagian timnya ga banget musuh timnya kasih jago banget girilan tim kasih jelek mau naik rank selalu kasih tim ga jelas musuhnya di kasih jago parah,game nya seru kadang bagi tim ga banget musuh tim kasih jago banget girilan tim kasih jelek mau naik rank selalu kasih tim ga jelas musuh di kasih jago parah,game nya seru kadang bagi tim ga banget musuh tim kasih jago banget girilan tim kasih jelek mau naik rank selalu kasih tim ga jelas musuh di kasih jago parah
"untuk pihak moonton tolong lah kalau misalkan ada yg mainya ngetroll atau nggak sesuai dengan role yg dia ambil tolong di beri tindakan yg paling ringan di kurangi untuk creditnya kalau parah di banned, saya sering ketemu player yang kalau main cuma mau menang sendiri, sudah saya laporkan cuma nggak di tanggepin, tolong lah kalau ada yg ngelaporin entah 1 atau 2 orang di tanggepin dengan hukuman ringan, kalau lebih bisa kena banned.",pihak moonton lah kalau misalkan yg mainya ngetroll sesuai role yg ambil beri tindakan yg paling ringan kurangi creditnya kalau parah banned sering ketemu player kalau main cuma mau menang sendiri saya laporkan cuma nggak di tanggepin lah kalau yg ngelaporin entah orang di tanggepin hukuman ringan kalau lebih kena banned,pihak moonton lah kalau misal yg mai ngetroll sesuai role yg ambil beri tindak yg paling ringan kurang creditnya kalau parah banned sering ketemu player kalau main cuma mau menang sendiri saya lapor cuma nggak di tanggepin lah kalau yg ngelaporin entah orang di tanggepin hukum ringan kalau lebih kena banned,pihak moonton lah kalau misal yg mai ngetroll sesuai role yg ambil beri tindak yg paling ringan kurang creditnya kalau parah banned sering ketemu player kalau main cuma mau menang sendiri saya lapor cuma nggak di tanggepin lah kalau yg ngelaporin entah orang di tanggepin hukum ringan kalau lebih kena banned
"moonton tidak mendengarkan keluhan usernya , sampai ratingnya 3,9 pasti banyak yg ngeluh soal jaringan , saya barusan ngalami , ping tiba tiba tinggi , kalah sama game MOBA pendatang",moonton mendengarkan keluhan usernya ratingnya banyak yg ngeluh soal jaringan barusan ngalami ping tiba tiba tinggi kalah sama game moba pendatang,moonton dengar keluh usernya ratingnya banyak yg ngeluh soal jaring barusan ngalami ping tiba tiba tinggi kalah sama game moba datang,moonton dengar keluh usernya ratingnya banyak yg ngeluh soal jaring barusan ngalami ping tiba tiba tinggi kalah sama game moba datang
"montonn ko makin kesini makin makin sii ngeleg parah loh skrng hampir semua gitu tauu ngeleg di draft pick sama pas ingame nyaa diperbaiki lagi plis aku pengen main nda bisa bisa, bisa kali tapi afk😔☝🏻",montonn ko makin kesini makin makin sii ngeleg parah loh skrng hampir semua gitu tauu ngeleg draft pick sama pas ingame nyaa diperbaiki plis aku pengen main nda bisa kali afk,montonn ko makin kesini makin makin sii ngeleg parah loh skrng hampir semua gitu tauu ngeleg draft pick sama pas ingame nyaa baik plis aku ken main nda bisa kali afk,montonn ko makin kesini makin makin sii ngeleg parah loh skrng hampir semua gitu tauu ngeleg draft pick sama pas ingame nyaa baik plis aku ken main nda bisa kali afk
"Kekutan/keseimbangan kedua tim sangat berbeda, aku setiap kali aku bermain rekan setim ku highest rank cuma honor sedangkan aku ex imo, sedangkan musuh ex imortal, untuk matching sangat tidak adil, capek bgt ngurusin org² kek gitu. Dan kalau kamu bilang aku lagi WS? engga aku engga lagi WS seperti biasa aku 2/3 dgn teman ku. permainan mereka sangatlah buruk aku dah capek dapet tim seperti ini",kekutan keseimbangan kedua tim sangat berbeda aku kali aku bermain rekan setim ku highest rank cuma honor aku ex imo musuh ex imortal matching sangat adil capek bgt ngurusin org kek gitu kalau kamu bilang aku ws engga aku engga ws biasa aku dgn teman ku permainan sangatlah buruk aku dah capek dapet tim ini,tan imbang dua tim sangat beda aku kali aku main rekan tim ku highest rank cuma honor aku ex imo musuh ex imortal matching sangat adil capek bgt ngurusin org kek gitu kalau kamu bilang aku ws engga aku engga ws biasa aku dgn teman ku main sangat buruk aku dah capek dapet tim ini,tan imbang dua tim sangat beda aku kali aku main rekan tim ku highest rank cuma honor aku ex imo musuh ex imortal matching sangat adil capek bgt ngurusin org kek gitu kalau kamu bilang aku ws engga aku engga ws biasa aku dgn teman ku main sangat buruk aku dah capek dapet tim ini
"musuhnya ga setara sama tim, ga bisa bedain mana yang jago mana yang engga, malah disatuin, di tingkat atas ga ada bonus bintang, player solo dipersulit",musuhnya ga setara sama tim ga bedain mana jago mana engga malah disatuin tingkat atas ga bonus bintang player solo dipersulit,musuh ga tara sama tim ga bedain mana jago mana engga malah disatuin tingkat atas ga bonus bintang player solo sulit,musuh ga tara sama tim ga bedain mana jago mana engga malah disatuin tingkat atas ga bonus bintang player solo sulit
"pokoknya gua ga mau tau baru juga awal season sinyal ngeleg gajelas sebelum season dimulai sinyal biasa aja bagu ijo pas udah di mulai merah gajela yang ada jadi afk gabisa ngerak sama sekali,tolong bnerin tuh serverr gajelas mohonn maaf tapi ini berlaku bagi yang kena sinyal ngeleg",pokoknya gua ga mau tau baru awal season sinyal ngeleg gajelas season dimulai sinyal biasa aja bagu ijo pas udah mulai merah gajela ada jadi afk gabisa ngerak sama sekali bnerin tuh serverr gajelas mohonn maaf ini berlaku yang kena sinyal ngeleg,pokok gua ga mau tau baru awal season sinyal ngeleg gajelas season mulai sinyal biasa aja bagu ijo pas udah mulai merah gajela ada jadi afk gabisa ngerak sama sekali bnerin tuh serverr gajelas mohonn maaf ini laku yang kena sinyal ngeleg,pokok gua ga mau tau baru awal season sinyal ngeleg gajelas season mulai sinyal biasa aja bagu ijo pas udah mulai merah gajela ada jadi afk gabisa ngerak sama sekali bnerin tuh serverr gajelas mohonn maaf ini laku yang kena sinyal ngeleg
"maksudlu apa akhir season jaringannya di lag in? main brawl lancar 7 ms scroll tiktok lancar download game emu aether lancar tapi waktu rank malah merah?, sampe gabisa di gerakin Heronya gerak dikit macet terus tiba tiba ke depan musuh",maksudlu apa akhir season jaringannya lag in main brawl lancar ms scroll tiktok lancar download game emu aether lancar waktu rank malah merah sampe gabisa gerakin heronya gerak dikit macet terus tiba tiba depan musuh,maksudlu apa akhir season jaring lag in main brawl lancar ms scroll tiktok lancar download game emu aether lancar waktu rank malah merah sampe gabisa gerakin hero gerak dikit macet terus tiba tiba depan musuh,maksudlu apa akhir season jaring lag in main brawl lancar ms scroll tiktok lancar download game emu aether lancar waktu rank malah merah sampe gabisa gerakin hero gerak dikit macet terus tiba tiba depan musuh
"plis la moonton kasih hukuman yang berat untuk orang yang troll dan menguntungkan tik lawan,dan juga tolong seimbangkan tim dan lawan dalam pertandingan,bisa bisanya tim lawan itu lebih unggul dari tim saya, seharusnya harus seimbang.",plis la moonton kasih hukuman berat orang troll menguntungkan tik lawan juga seimbangkan tim lawan pertandingan bisanya tim lawan lebih unggul tim seharusnya seimbang,plis la moonton kasih hukum berat orang troll untung tik lawan juga imbang tim lawan tanding bisa tim lawan lebih unggul tim harus imbang,plis la moonton kasih hukum berat orang troll untung tik lawan juga imbang tim lawan tanding bisa tim lawan lebih unggul tim harus imbang
